address,area,rooms,bathrooms,garages,amenities,price,condo,neighborhood
"Rua Ingabaú - Monte Verde, Florianópolis - SC",49,2,1,2.0,"Mobiliado
Varanda
Ar-condicionado
Quintal
Armário embutido",2500.0,0, Monte Verde
"Capoeiras, Florianópolis - SC",72,2,2,1.0,"Elevador
Varanda
Ar-condicionado
Condomínio fechado
Cozinha",1600.0,390, SC
"Rua Professor José Brasilicio de Souza - Trindade, Florianópolis - SC",45,1,1,1.0,"Elevador
Área de serviço
Salão de festas
Interfone
Armário embutido",1950.0,305, Trindade
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",52,2,1,1.0,nan,1500.0,360, Trindade
"Servidão Feliciano Martins Vieira - Itacorubi, Florianópolis - SC",72,2,2,1.0,Elevador,1400.0,540, Itacorubi
"Carvoeira, Florianópolis - SC",79,2,2,1.0,"Salão de festas
Interfone",1750.0,657, SC
"Rua Lauro Linhares - Trindade, Florianópolis - SC",71,2,2,1.0,"Elevador
Piscina",2270.0,630, Trindade
"Centro, Florianópolis - SC",70,2,3,2.0,"Elevador
Área de serviço
Lavanderia
Sala de jantar
Garagem",7000.0,989, SC
"Trindade, Florianópolis - SC",95,3,2,2.0,nan,2500.0,411, SC
"Rua Brisamar, 175 - Ingleses do Rio Vermelho, Florianópolis - SC",87,3,2,1.0,"Mobiliado
Elevador
Playground
Interfone",4200.0,260, Ingleses do Rio Vermelho
"Rodovia Armando Calil Bulos - Ingleses do Rio Vermelho, Florianópolis - SC",70,2,2,1.0,"Piscina
Área de serviço
Churrasqueira
Salão de festas
Jardim",2400.0,500, Ingleses do Rio Vermelho
"Rua João Meirelles, 1415 - Abraão, Florianópolis - SC",84,2,3,1.0,"Elevador
Piscina
Churrasqueira
Playground
Academia",2100.0,797, Abraão
"Rua Presidente Nereu Ramos, 160 - Centro, Florianópolis - SC",90,2,2,2.0,"Mobiliado
Elevador
Piscina
Churrasqueira
Salão de festas",9000.0,0, Centro
"Rua Sebastião Laurentino da Silva - Córrego Grande, Florianópolis - SC",93,3,2,1.0,"Elevador
Piscina",2850.0,680, Córrego Grande
"Avenida dos Búzios - Jurerê, Florianópolis - SC",98,3,1,2.0,"Área de serviço
Ar-condicionado
Interfone
Sala de jantar",4800.0,919, Jurerê
"Rua José João Martendal - Carvoeira, Florianópolis - SC",88,3,2,1.0,Elevador,1800.0,709, Carvoeira
"Avenida dos Dourados - Jurerê Internacional, Florianópolis - SC",110,3,2,2.0,"Mobiliado
Elevador
Piscina
Ar-condicionado",3000.0,950, Jurerê Internacional
"Itacorubi, Florianópolis - SC",84,2,2,1.0,"Mobiliado
Salão de festas
Playground
Varanda
Espaço gourmet",2200.0,462, SC
"Rua Douglas Seabra Levier - Trindade, Florianópolis - SC",66,2,1,1.0,Elevador,1650.0,324, Trindade
"Avenida Hercílio Luz - Centro, Florianópolis - SC",81,2,2,1.0,Elevador,1600.0,610, Centro
"Rua Felipe Schmidt, 1102 - Centro, Florianópolis - SC",46,1,1,1.0,"Mobiliado
Elevador
Piscina
Varanda
Academia",3000.0,0, Centro
"Centro, Florianópolis - SC",119,2,3,2.0,"Piscina
Área de serviço
Churrasqueira
Varanda
Ar-condicionado",2850.0,980, SC
"Avenida Tom Traugott Wildi - Praia Brava, Florianópolis - SC",10,2,2,1.0,"Churrasqueira
Varanda
Cozinha",2300.0,700, Praia Brava
"Pantanal, Florianópolis - SC",25,1,1,0.0,"Mobiliado
Área de serviço
Jardim
Lavanderia
Mais de um andar",1250.0,100, SC
"Servidão Professora Rosemari Eliete Nunes, 278 - Ingleses do Rio Vermelho, Florianópolis - SC",64,2,1,1.0,nan,1600.0,0, Ingleses do Rio Vermelho
"Jurerê Internacional, Florianópolis - SC",92,2,2,2.0,"Piscina
Churrasqueira
Salão de festas
Salão de jogos
Interfone",3200.0,650, SC
"Rua Tereza Cristina - Estreito, Florianópolis - SC",75,3,1,0.0,nan,1500.0,0, Estreito
"Rua das Gaivotas, 1420 - Ingleses do Rio Vermelho, Florianópolis - SC",80,3,2,2.0,"Mobiliado
Elevador
Piscina
Área de serviço
Churrasqueira",2500.0,1096, Ingleses do Rio Vermelho
"Rua Olavo Juvenal Ramos - Campeche, Florianópolis - SC",54,2,1,1.0,"Churrasqueira
Sala de jantar",2100.0,0, Campeche
"Rua João Pio Duarte Silva, 1537 - Córrego Grande, Florianópolis - SC",91,3,3,2.0,"Mobiliado
Elevador
Piscina
Área de serviço
Churrasqueira",3400.0,700, Córrego Grande
"Servidão Bertolina Felicidade de Souza - Barra da Lagoa, Florianópolis - SC",40,1,1,0.0,nan,1200.0,0, Barra da Lagoa
"Avenida Madre Benvenuta - Santa Mônica, Florianópolis - SC",82,3,2,2.0,"Mobiliado
Área de serviço
Salão de festas
Playground
Academia",3100.0,630, Santa Mônica
"Avenida Rio Branco, 349 - Centro, Florianópolis - SC",75,2,2,1.0,"Área de serviço
Interfone",1480.0,442, Centro
"Rua Felipe Schmidt, 835 - Centro, Florianópolis - SC",68,2,2,1.0,"Elevador
Área de serviço
Varanda
Cozinha",3800.0,603, Centro
"Rua Manoel Isidoro da Silveira - Lagoa da Conceição, Florianópolis - SC",88,2,2,1.0,nan,2400.0,490, Lagoa da Conceição
"Rua Deputado Antônio Edu Vieira - Pantanal, Florianópolis - SC",40,2,1,0.0,nan,1300.0,350, Pantanal
"Centro, Florianópolis - SC",81,2,2,2.0,nan,6500.0,826, SC
"Rua Felipe Schmidt, 652 - Centro, Florianópolis - SC",33,1,1,0.0,"Mobiliado
Elevador
Ar-condicionado
Recepção
Interfone",1050.0,295, Centro
"Avenida Governador Ivo Silveira, 177 - Estreito, Florianópolis - SC",76,2,2,1.0,"Elevador
Área de serviço
Churrasqueira
Varanda
Condomínio fechado",2190.0,450, Estreito
"Avenida dos Dourados, 970 - Jurerê Internacional, Florianópolis - SC",88,2,3,1.0,"Elevador
Piscina
Área de serviço
Churrasqueira
Salão de festas",3200.0,500, Jurerê Internacional
"Rua Almirante Dorval Melchíades de Souza - Centro, Florianópolis - SC",109,3,3,2.0,Elevador,2800.0,1100, Centro
"Rua Patrício Farias - Itacorubi, Florianópolis - SC",58,2,2,1.0,"Elevador
Armário na cozinha
Closet",2950.0,465, Itacorubi
"Rua das Algas, 991 - Jurerê, Florianópolis - SC",95,3,2,2.0,"Mobiliado
Elevador
Piscina
Área de serviço
Churrasqueira",3980.0,0, Jurerê
"Rua Visconde de Ouro Preto - Centro, Florianópolis - SC",46,2,1,1.0,nan,1700.0,486, Centro
"Rua Frei Caneca - Centro, Florianópolis - SC",81,3,1,0.0,"Área de serviço
Ar-condicionado
Armário embutido
Sala de jantar",1980.0,476, Centro
"Rua Arlindo Félix, 85 - Pantanal, Florianópolis - SC",38,1,1,1.0,nan,1250.0,0, Pantanal
"Rua Pau de Canela - Rio Tavares, Florianópolis - SC",28,1,1,2.0,"Área de serviço
Armário na cozinha",1650.0,0, Rio Tavares
"Agronômica, Florianópolis - SC",39,1,1,1.0,nan,2650.0,474, SC
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",117,3,3,1.0,Elevador,2200.0,780, Córrego Grande
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",62,2,1,1.0,nan,1600.0,474, Carvoeira
"Rodovia Jornalista Maurício Sirotsky Sobrinho, 5940 - Jurerê, Florianópolis - SC",46,1,1,1.0,"Mobiliado
Elevador
Área de serviço
Churrasqueira
Ar-condicionado",1650.0,390, Jurerê
"Rua Mário Moura, 141 - Cachoeira do Bom Jesus, Florianópolis - SC",65,2,2,1.0,"Churrasqueira
Sala de jantar",1800.0,300, Cachoeira do Bom Jesus
"Avenida Lions Internacional - Ingleses do Rio Vermelho, Florianópolis - SC",78,2,1,1.0,nan,1700.0,0, Ingleses do Rio Vermelho
"Avenida Governador Irineu Bornhausen - Agronômica, Florianópolis - SC",149,3,3,2.0,Elevador,4500.0,1460, Agronômica
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",52,2,1,1.0,nan,1400.0,390, Trindade
"Rua Deputado Antônio Edu Vieira, 93 - Pantanal, Florianópolis - SC",73,2,2,1.0,"Elevador
Área de serviço
Varanda
Circuito de segurança
Vigia",1400.0,850, Pantanal
"Servidão Abelardo Manoel dos Santos - Ingleses do Rio Vermelho, Florianópolis - SC",35,1,1,1.0,Cozinha,850.0,0, Ingleses do Rio Vermelho
"Estrada Vereador Onildo Lemos, 1999 - Ingleses do Rio Vermelho, Florianópolis - SC",130,3,3,2.0,"Elevador
Piscina
Churrasqueira
Salão de festas
Playground",12000.0,2400, Ingleses do Rio Vermelho
"Rua João Motta Espezim, 859 - Saco dos Limões, Florianópolis - SC",65,2,2,1.0,"Mobiliado
Quadra poliesportiva
Circuito de segurança
Garagem
Cozinha",1400.0,453, Saco dos Limões
"Rua Pedro Vieira Vidal, 280 - Pantanal, Florianópolis - SC",88,3,3,2.0,"Mobiliado
Elevador
Piscina
Área de serviço
Salão de festas",4500.0,595, Pantanal
"Rua Lázaro de Oliveira Souza, 440 - Ingleses do Rio Vermelho, Florianópolis - SC",98,3,3,1.0,"Elevador
Interfone",2800.0,500, Ingleses do Rio Vermelho
"Ingleses do Rio Vermelho, Florianópolis - SC",80,2,2,1.0,"Mobiliado
Piscina
Churrasqueira
Varanda
Garagem",1649.0,350, SC
"Centro, Florianópolis - SC",53,1,2,1.0,nan,4000.0,671, SC
"Servidão Maria Tomasia Cabral, 19 - Ingleses do Rio Vermelho, Florianópolis - SC",68,3,1,1.0,"Mobiliado
Área de serviço
Churrasqueira
Varanda
Aquecimento",1500.0,120, Ingleses do Rio Vermelho
"Rua Laurindo Januário da Silveira - Lagoa da Conceição, Florianópolis - SC",140,3,3,3.0,"Mobiliado
Área de serviço
Churrasqueira
Salão de festas
Varanda",2860.0,700, Lagoa da Conceição
"Rua Trajano Margarida - Trindade, Florianópolis - SC",62,2,1,1.0,nan,1100.0,653, Trindade
"Rua Linda Estrela do Mar - Rio Tavares, Florianópolis - SC",72,1,1,1.0,"Mobiliado
Área de serviço
Churrasqueira
Salão de festas
Academia",3500.0,460, Rio Tavares
"Rua São Francisco - Centro, Florianópolis - SC",70,2,2,0.0,Elevador,2500.0,0, Centro
"Morro das Pedras, Florianópolis - SC",215,2,3,2.0,nan,13000.0,1655, SC
"Centro, Florianópolis - SC",55,1,1,1.0,"Mobiliado
Salão de festas
Ar-condicionado
Interfone
Armário embutido",1550.0,400, SC
"Rua Leonel Pereira, 40 - Cachoeira do Bom Jesus, Florianópolis - SC",60,1,1,1.0,"Churrasqueira
Sala de jantar",1400.0,450, Cachoeira do Bom Jesus
"Rua Acelon Pacheco da Costa - Itacorubi, Florianópolis - SC",59,1,1,407.0,"Área de serviço
Ar-condicionado
Armário embutido
Copa",1700.0,282, Itacorubi
"Rua Capitão Romualdo de Barros, 850 - Carvoeira, Florianópolis - SC",80,2,1,2.0,"Elevador
Piscina
Área de serviço
Churrasqueira
Playground",2700.0,570, Carvoeira
"Rua Martinho Calado - Centro, Florianópolis - SC",79,3,2,3.0,Elevador,3500.0,949, Centro
"Rua do Vasco, 288 - Ingleses do Rio Vermelho, Florianópolis - SC",58,2,1,1.0,nan,1500.0,270, Ingleses do Rio Vermelho
"Avenida Tom Traugott Wildi, 207 - Praia Brava, Florianópolis - SC",80,2,2,2.0,"Mobiliado
Elevador
Piscina
Churrasqueira
Playground",3200.0,0, Praia Brava
"Estrada Dom João Becker, 1787 - Ingleses do Rio Vermelho, Florianópolis - SC",71,2,1,1.0,"Mobiliado
Elevador
Piscina
Churrasqueira
Salão de festas",3200.0,650, Ingleses do Rio Vermelho
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",80,3,2,1.0,nan,1450.0,600, Carvoeira
"Rua Corália Ferreira da Luz - Centro, Florianópolis - SC",33,1,1,0.0,"Elevador
Ar-condicionado
Circuito de segurança
Lavanderia
Conexão à internet",1700.0,0, Centro
"Avenida Hercílio Luz - Centro, Florianópolis - SC",43,1,1,0.0,"Elevador
Salão de festas
Playground
Armário na cozinha",1280.0,328, Centro
"Rua Vera Linhares de Andrade - Córrego Grande, Florianópolis - SC",60,2,2,2.0,"Área de serviço
Salão de festas
Academia
Interfone
Sala de jantar",2400.0,500, Córrego Grande
"Rodovia Admar Gonzaga - Itacorubi, Florianópolis - SC",56,2,1,1.0,Elevador,1750.0,425, Itacorubi
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",62,2,1,1.0,nan,1500.0,364, Carvoeira
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",60,2,1,1.0,"Mobiliado
Ar-condicionado
Interfone
Armário na cozinha",1900.0,553, Carvoeira
"Avenida Hercílio Luz - Centro, Florianópolis - SC",82,2,2,1.0,Elevador,2100.0,780, Centro
"Rua Leonel Pereira, 165 - Cachoeira do Bom Jesus, Florianópolis - SC",68,2,2,1.0,"Área de serviço
Churrasqueira
Sala de jantar",1800.0,400, Cachoeira do Bom Jesus
"Rua Lauro Linhares - Trindade, Florianópolis - SC",119,3,2,1.0,nan,2300.0,654, Trindade
"Monte Verde, Florianópolis - SC",81,2,2,1.0,"Elevador
Piscina
Churrasqueira
Salão de festas
Playground",2300.0,510, SC
"Rua Mediterrâneo - Córrego Grande, Florianópolis - SC",63,2,1,1.0,Elevador,1700.0,444, Córrego Grande
"Centro, Florianópolis - SC",87,2,2,1.0,Elevador,2100.0,835, SC
"Servidão José Manoel de Souza, 448 - Ingleses do Rio Vermelho, Florianópolis - SC",68,2,2,1.0,"Mobiliado
Churrasqueira
Condomínio fechado
Cozinha americana
Portão eletrônico",1350.0,0, Ingleses do Rio Vermelho
"Rua Jerônimo Venâncio das Chagas - Campeche, Florianópolis - SC",101,2,3,2.0,"Elevador
Piscina
Condomínio fechado
Varanda gourmet
Depósito",7500.0,1214, Campeche
"Rua Edison Areas - Trindade, Florianópolis - SC",66,2,2,1.0,"Elevador
Playground
Varanda
Circuito de segurança
Conexão à internet",2300.0,218, Trindade
"Servidão Santíssima Trindade - Trindade, Florianópolis - SC",77,3,2,1.0,nan,1950.0,417, Trindade
"Rua Lauro Linhares - Trindade, Florianópolis - SC",76,2,3,2.0,"Elevador
Piscina",3250.0,560, Trindade
"Centro, Florianópolis - SC",102,3,2,2.0,"Elevador
Varanda
Condomínio fechado
Cozinha
Garagem",2400.0,385, SC
"Jurerê Internacional, Florianópolis - SC",80,2,2,1.0,"Mobiliado
Piscina
Área de serviço
Churrasqueira
Varanda",3100.0,530, SC
"Saco dos Limões, Florianópolis - SC",58,2,2,1.0,"Área de serviço
Salão de festas
Interfone
Armário embutido
Sala de jantar",1400.0,430, SC
"Canasvieiras, Florianópolis - SC",51,2,1,1.0,"Mobiliado
Ar-condicionado
Interfone
Armário na cozinha",1800.0,290, SC
"Avenida Itamarati - Itacorubi, Florianópolis - SC",125,3,3,2.0,"Elevador
Churrasqueira
Salão de festas
Playground
Ar-condicionado",3700.0,771, Itacorubi
"Carvoeira, Florianópolis - SC",30,1,1,0.0,nan,1200.0,0, SC
"Rua Professora Áurea Cruz - Estreito, Florianópolis - SC",60,2,1,1.0,Elevador,880.0,380, Estreito
"Servidão Capivari - Ingleses do Rio Vermelho, Florianópolis - SC",90,3,2,1.0,Interfone,1500.0,0, Ingleses do Rio Vermelho
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",73,3,3,1.0,nan,1800.0,360, Trindade
"Saco Grande, Florianópolis - SC",73,2,2,1.0,nan,2350.0,480, SC
"Rua Pastor William Richard Schisler Filho - Itacorubi, Florianópolis - SC",62,2,2,1.0,"Elevador
Piscina
Churrasqueira
Salão de festas
Playground",1850.0,480, Itacorubi
"Rua São Francisco - Centro, Florianópolis - SC",60,2,2,1.0,Elevador,1850.0,558, Centro
"Avenida Mauro Ramos - Centro, Florianópolis - SC",84,3,2,2.0,"Elevador
Piscina",1950.0,976, Centro
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",52,2,1,0.0,nan,1400.0,428, Trindade
"Rua Presidente Nereu Ramos, 160 - Centro, Florianópolis - SC",76,2,3,1.0,"Mobiliado
Elevador
Piscina
Salão de festas
Playground",7900.0,0, Centro
"Rua Felipe Schmidt, 1102 - Centro, Florianópolis - SC",43,1,1,1.0,"Piscina
Churrasqueira
Varanda
Sauna
Sistema de alarme",1490.0,700, Centro
"Rua Olavo Juvenal Ramos - Campeche, Florianópolis - SC",54,2,1,1.0,"Área de serviço
Churrasqueira
Sala de jantar",2000.0,0, Campeche
"Rodovia Amaro Antônio Vieira - Itacorubi, Florianópolis - SC",57,2,1,1.0,"Elevador
Piscina",2200.0,550, Itacorubi
"Rua Lauro Linhares - Trindade, Florianópolis - SC",89,3,2,1.0,"Mobiliado
Área de serviço
Salão de festas
Playground
Jardim",2400.0,640, Trindade
"Rua Lauro Linhares - Trindade, Florianópolis - SC",65,2,2,1.0,nan,1500.0,560, Trindade
"Rua do Vasco - Ingleses do Rio Vermelho, Florianópolis - SC",55,2,1,0.0,"Piscina
Varanda
Vigia",1200.0,0, Ingleses do Rio Vermelho
"Rua Hoepcke - Centro, Florianópolis - SC",98,2,4,2.0,"Elevador
Salão de festas
Playground
Sauna
Ar-condicionado",3600.0,812, Centro
"Rua Silva Jardim - Centro, Florianópolis - SC",68,2,1,0.0,nan,1150.0,260, Centro
"Ingleses do Rio Vermelho, Florianópolis - SC",104,1,1,1.0,"Mobiliado
Elevador
Playground
Sauna
Interfone",1800.0,840, SC
"Rua Abel Álvares Cabral Júnior, 551 - Ingleses do Rio Vermelho, Florianópolis - SC",85,2,2,1.0,"Mobiliado
Interfone",2355.0,300, Ingleses do Rio Vermelho
"Centro, Florianópolis - SC",129,3,1,1.0,"Elevador
Área de serviço
Salão de festas
Playground
Varanda",2800.0,823, SC
"Rua Rafael Bandeira - Centro, Florianópolis - SC",120,3,4,2.0,"Elevador
Área de serviço
Churrasqueira
Salão de festas
Jardim",3500.0,1050, Centro
"Rua Douglas Seabra Levier - Trindade, Florianópolis - SC",83,3,2,2.0,Elevador,2300.0,450, Trindade
"Jurerê, Florianópolis - SC",60,2,1,0.0,"Mobiliado
Ar-condicionado
Cozinha",1500.0,0, SC
"Joao Paulo, Florianópolis - SC",89,2,2,1.0,"Mobiliado
Elevador
Ar-condicionado
Condomínio fechado
Cozinha",2900.0,680, SC
"Rua Deputado Antônio Edu Vieira, 200 - Pantanal, Florianópolis - SC",69,2,2,1.0,"Mobiliado
Elevador
Piscina
Churrasqueira
Salão de festas",2950.0,680, Pantanal
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",59,3,1,1.0,nan,1750.0,626, Córrego Grande
"Agronômica, Florianópolis - SC",39,1,1,1.0,nan,2800.0,475, SC
"Rodovia Admar Gonzaga - Itacorubi, Florianópolis - SC",69,2,1,1.0,Elevador,1500.0,500, Itacorubi
"Rua João Meirelles, 1415 - Abraão, Florianópolis - SC",97,3,3,2.0,"Elevador
Piscina
Churrasqueira
Playground
Academia",2900.0,827, Abraão
"Rua Douglas Seabra Levier - Trindade, Florianópolis - SC",40,1,1,1.0,"Varanda
Interfone",1000.0,300, Trindade
"Canasvieiras, Florianópolis - SC",51,2,1,1.0,"Mobiliado
Academia
Garagem
Cozinha",2100.0,330, SC
"Avenida César Seara, 335 - Carvoeira, Florianópolis - SC",56,2,1,0.0,Condomínio fechado,1150.0,568, Carvoeira
"Rua Madalena Barbi, 30 - Centro, Florianópolis - SC",88,3,3,1.0,"Elevador
Área de serviço
Churrasqueira
Salão de festas
Academia",2700.0,550, Centro
"Rua Fernando Machado - Centro, Florianópolis - SC",37,1,1,1.0,Elevador,1150.0,619, Centro
"Rua Marcus Aurélio Homem - Carvoeira, Florianópolis - SC",73,2,1,1.0,nan,1500.0,450, Carvoeira
"Rua Delminda Silveira - Agronômica, Florianópolis - SC",121,3,4,2.0,Elevador,3800.0,1200, Agronômica
"Rua Juvêncio Costa - Trindade, Florianópolis - SC",30,1,1,1.0,"Mobiliado
Salão de festas
Ar-condicionado
Interfone
Armário embutido",1900.0,420, Trindade
"Rodovia Amaro Antônio Vieira - Itacorubi, Florianópolis - SC",70,3,2,1.0,Elevador,2100.0,632, Itacorubi
"Centro, Florianópolis - SC",49,1,1,1.0,nan,1800.0,655, SC
"Carvoeira, Florianópolis - SC",27,1,1,0.0,Varanda,1150.0,0, SC
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",85,3,2,1.0,nan,2100.0,440, Córrego Grande
"Rua Presidente Nereu Ramos, 160 - Centro, Florianópolis - SC",55,1,1,1.0,"Mobiliado
Elevador
Piscina
Churrasqueira
Salão de festas",4900.0,0, Centro
"Rua Pirineus - Córrego Grande, Florianópolis - SC",67,2,1,1.0,nan,1700.0,590, Córrego Grande
"Rua Marechal Câmara, 171 - Estreito, Florianópolis - SC",103,3,2,1.0,"Elevador
Área de serviço
Churrasqueira
Varanda
Ar-condicionado",2300.0,537, Estreito
"Rua Valdeci Izidro da Silveira - Ribeirão da Ilha, Florianópolis - SC",72,2,2,1.0,"Piscina
Área de serviço
Churrasqueira
Armário na cozinha",2700.0,0, Ribeirão da Ilha
"Rodovia Admar Gonzaga - Itacorubi, Florianópolis - SC",40,1,1,1.0,nan,1150.0,352, Itacorubi
"Rua Almirante Lamego - Centro, Florianópolis - SC",74,2,2,1.0,Elevador,2200.0,474, Centro
"Jurerê, Florianópolis - SC",92,3,2,2.0,"Mobiliado
Área de serviço
Salão de festas
Varanda
Ar-condicionado",5200.0,900, SC
"Rodovia João Paulo - Joao Paulo, Florianópolis - SC",67,2,2,1.0,"Elevador
Armário na cozinha
Garagem",1590.0,577, Joao Paulo
"Rua Abel Álvares Cabral Júnior - Ingleses do Rio Vermelho, Florianópolis - SC",72,2,2,2.0,"Elevador
Piscina",2000.0,416, Ingleses do Rio Vermelho
"Centro, Florianópolis - SC",90,2,3,2.0,"Mobiliado
Elevador
Área de serviço
Lavanderia
Sala de jantar",9000.0,1069, SC
"Avenida Mauro Ramos, 1250 - Centro, Florianópolis - SC",80,3,1,1.0,"Área de serviço
Condomínio fechado
Aceita animais",1500.0,490, Centro
"Rua Ferreira Lima, 107 - Centro, Florianópolis - SC",61,2,2,1.0,"Mobiliado
Elevador
Área de serviço
Churrasqueira
Varanda",3500.0,0, Centro
"Servidão Francisco Monn - Centro, Florianópolis - SC",109,3,3,1.0,Elevador,2300.0,817, Centro
"Rua Lauro Linhares - Trindade, Florianópolis - SC",48,1,1,1.0,nan,1400.0,300, Trindade
"Rua das Gaivotas, 1709 - Ingleses do Rio Vermelho, Florianópolis - SC",33,1,1,1.0,"Mobiliado
Elevador
Playground
Varanda
Sauna",1350.0,510, Ingleses do Rio Vermelho
"Ingleses do Rio Vermelho, Florianópolis - SC",88,3,2,1.0,"Mobiliado
Piscina
Área de serviço
Salão de festas
Playground",3700.0,38777, SC
"Rua Presidente Coutinho - Centro, Florianópolis - SC",70,2,2,1.0,"Elevador
Ar-condicionado
Armário na cozinha",2890.0,736, Centro
"Rua João Sampaio da Silva - Capoeiras, Florianópolis - SC",94,3,2,1.0,nan,1180.0,100, Capoeiras
"Rua Deputado Paulo Preis, 63 - Jurerê, Florianópolis - SC",107,3,4,2.0,"Mobiliado
Elevador
Piscina
Churrasqueira
Salão de festas",5500.0,450, Jurerê
